(state),date,state,positive,recovered,death,positiveIncrease,daily_cases_adj,active_roll7,active_roll7_adj,daily_recover,daily_recover_adj,recovered_roll7,recovered_roll7_adj,deathIncrease,daily_deaths_adj,deaths_roll7,deaths_roll7_adj,hospitalizedIncrease,hospitalizedCurrently,inIcuCurrently
AK,2020-04-17,AK,309,128,9,9,1.2261546971261659,6.285714285714286,0.8563620106912904,18,2.4523093942523317,1.4791707457395016,1.4791707457395016,0,0,0.14285714285714285,0.019462772970256597,1,NA,NA
AK,2020-04-18,AK,314,147,9,5,0.681197053958981,6.285714285714286,0.8563620106912904,19,2.5885488050441277,1.362394107917962,1.362394107917962,0,0,0,0,0,39,NA
AK,2020-04-19,AK,319,153,9,5,0.681197053958981,6,0.8174364647507771,6,0.8174364647507772,1.751649567323094,1.751649567323094,0,0,0,0,0,37,NA
AK,2020-04-20,AK,321,161,9,2,0.2724788215835924,5.285714285714286,0.7201225998994942,8,1.0899152863343695,1.9268145240554033,1.9268145240554033,0,0,0,0,0,46,NA
AK,2020-04-21,AK,329,168,9,8,1.0899152863343695,4.285714285714286,0.5838831891076979,7,0.9536758755425734,1.557021837620528,1.557021837620528,0,0,0,0,0,42,NA
AK,2020-04-22,AK,335,196,9,6,0.8174364647507772,3.5714285714285716,0.4865693242564149,28,3.8147035021702935,1.362394107917962,1.362394107917962,0,0,0,0,0,39,NA
AK,2020-04-23,AK,337,209,9,2,0.2724788215835924,3.142857142857143,0.4281810053456451,13,1.7711123402933506,1.2456174700964224,1.2456174700964224,0,0,0,0,0,42,NA
AK,2020-04-24,AK,339,208,9,2,0.2724788215835924,3.4285714285714284,0.46710655128615836,-1,-0.1362394107917962,1.1093780593046263,1.1093780593046263,0,0,0,0,0,36,NA
AK,2020-04-25,AK,339,217,9,0,0,3.142857142857143,0.4281810053456452,9,1.2261546971261659,1.167766378215396,1.167766378215396,0,0,0,0,0,32,NA
AK,2020-04-26,AK,341,217,9,2,0.2724788215835924,2.857142857142857,0.38925545940513195,0,0,0.8563620106912905,0.8563620106912905,0,0,0,0,0,14,NA
AK,2020-04-27,AK,345,218,9,4,0.5449576431671848,2.5714285714285716,0.3503299134646188,1,0.1362394107917962,0.8368992377210338,0.8368992377210338,0,0,0,0,0,10,NA
AK,2020-04-28,AK,351,228,9,6,0.8174364647507772,3.5714285714285716,0.48656932425641497,10,1.362394107917962,0.8952875566318036,0.8952875566318036,0,0,0,0,1,16,NA
AK,2020-04-29,AK,355,240,9,4,0.5449576431671848,3.7142857142857144,0.5060320972266715,12,1.6348729295015545,0.8563620106912904,0.8563620106912904,0,0,0,0,0,14,NA
AK,2020-04-30,AK,355,252,9,0,0,3.857142857142857,0.5254948701969282,12,1.6348729295015545,0.875824783661547,0.875824783661547,0,0,0,0,0,19,NA
AK,2020-05-01,AK,364,254,9,9,1.2261546971261659,3.5714285714285716,0.48656932425641497,2,0.2724788215835924,0.875824783661547,0.875824783661547,0,0,0,0,1,25,NA
AK,2020-05-02,AK,365,261,9,1,0.1362394107917962,2.857142857142857,0.38925545940513195,7,0.9536758755425734,0.9536758755425734,0.9536758755425734,0,0,0,0,0,10,NA
AK,2020-05-03,AK,368,262,9,3,0.4087182323753886,2.4285714285714284,0.3308671404943621,1,0.1362394107917962,0.8563620106912904,0.8563620106912904,0,0,0.14285714285714285,0.019462772970256597,0,12,NA
AK,2020-05-04,AK,370,263,9,2,0.2724788215835924,2.7142857142857144,0.3697926864348754,1,0.1362394107917962,0.7590481458400073,0.7590481458400073,0,0,0.14285714285714285,0.019462772970256597,0,12,NA
AK,2020-05-05,AK,371,277,9,1,0.1362394107917962,1.8571428571428572,0.25301604861333576,14,1.9073517510851468,0.9926014214830866,0.9926014214830866,0,0,0.14285714285714285,0.019462772970256597,1,13,NA
AK,2020-05-06,AK,372,284,10,1,0.1362394107917962,1.8571428571428572,0.25301604861333576,7,0.9536758755425734,1.109378059304626,1.109378059304626,1,0.1362394107917962,0.14285714285714285,0.019462772970256597,1,8,NA
AK,2020-05-07,AK,374,291,10,2,0.2724788215835924,1.5714285714285714,0.21409050267282254,7,0.9536758755425734,1.206691924155909,1.206691924155909,0,0,0.14285714285714285,0.019462772970256597,0,12,NA
AK,2020-05-08,AK,377,305,10,3,0.4087182323753886,1.5714285714285714,0.21409050267282254,14,1.9073517510851468,1.265080243066679,1.265080243066679,0,0,0.14285714285714285,0.019462772970256597,0,16,NA
AK,2020-05-09,AK,378,318,10,1,0.1362394107917962,1.7142857142857142,0.23355327564307915,13,1.7711123402933506,1.1093780593046263,1.1093780593046263,0,0,0.14285714285714285,0.019462772970256597,0,8,NA
AK,2020-05-10,AK,379,324,10,1,0.1362394107917962,1.7142857142857142,0.23355327564307915,6,0.8174364647507772,1.0509897403938564,1.0509897403938564,0,0,0,0,0,8,NA
AK,2020-05-11,AK,381,328,10,2,0.2724788215835924,2.142857142857143,0.29194159455384894,4,0.5449576431671848,0.9342131025723168,0.9342131025723168,0,0,0,0,0,7,NA
AK,2020-05-12,AK,383,334,10,2,0.2724788215835924,1.8571428571428572,0.25301604861333576,6,0.8174364647507772,0.7395853728697508,0.7395853728697508,0,0,0,0,0,10,NA
AK,2020-05-13,AK,384,338,10,1,0.1362394107917962,2.2857142857142856,0.3114043675241055,4,0.5449576431671848,0.5060320972266716,0.5060320972266716,0,0,0,0,0,12,NA
AK,2020-05-14,AK,389,339,10,5,0.681197053958981,2.7142857142857144,0.36979268643487534,1,0.1362394107917962,0.389255459405132,0.389255459405132,0,0,0,0,1,12,NA
AK,2020-05-15,AK,390,343,10,1,0.1362394107917962,2.857142857142857,0.38925545940513195,4,0.5449576431671848,0.33086714049436217,0.33086714049436217,0,0,0,0,1,8,NA
AK,2020-05-16,AK,394,344,10,4,0.5449576431671848,2.5714285714285716,0.3503299134646188,1,0.1362394107917962,0.2724788215835924,0.2724788215835924,0,0,0,0,2,10,NA
AK,2020-05-17,AK,398,344,10,4,0.5449576431671848,2.857142857142857,0.38925545940513195,0,0,0.2724788215835924,0.2724788215835924,0,0,0,0,1,13,NA
AK,2020-05-18,AK,401,345,10,3,0.4087182323753886,2.142857142857143,0.29194159455384894,1,0.1362394107917962,0.33086714049436217,0.33086714049436217,0,0,0,0,0,9,NA
AK,2020-05-19,AK,401,348,10,0,0,2.2857142857142856,0.31140436752410555,3,0.4087182323753886,0.25301604861333576,0.25301604861333576,0,0,0,0,0,16,NA
AK,2020-05-20,AK,404,352,10,3,0.4087182323753886,2.2857142857142856,0.31140436752410555,4,0.5449576431671848,0.2724788215835924,0.2724788215835924,0,0,0,0,0,16,NA
